id,project_id,entity_type,title,summary,status,priority,owner_member_id,department_id,occurred_at,due_at,created_at,updated_at,deleted_at
BE-PO-0106,PROJ-001,purchase_order,구매 발주 PO-00106,SUP-001 AP-CN-204 7852개 구매 발주,delayed,medium,PM-005,DEPT-003,2025-12-31,2026-02-06,2025-12-31T09:00:00,2026-06-01T09:00:00,
BE-PO-0107,PROJ-001,purchase_order,구매 발주 PO-00107,SUP-002 AP-TM-118 4862개 구매 발주,partially_received,medium,PM-007,DEPT-003,2026-02-01,2026-04-07,2026-02-01T09:00:00,2026-06-01T09:00:00,
BE-PO-0108,PROJ-001,purchase_order,구매 발주 PO-00108,SUP-003 AP-RL-450 5980개 구매 발주,open,medium,PM-005,DEPT-003,2025-07-31,2025-09-19,2025-07-31T09:00:00,2026-06-01T09:00:00,
BE-PO-0109,PROJ-001,purchase_order,구매 발주 PO-00109,SUP-005 AP-CB-510 1911개 구매 발주,delayed,medium,PM-006,DEPT-003,2026-02-03,2026-02-24,2026-02-03T09:00:00,2026-06-01T09:00:00,
BE-PO-0110,PROJ-001,purchase_order,구매 발주 PO-00110,SUP-003 AP-CB-510 3288개 구매 발주,open,medium,PM-006,DEPT-003,2025-09-28,2025-11-19,2025-09-28T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0001,PROJ-001,shipment,출하 SHP-00001,CUS-002 AP-CN-204 1215개 출하,in_transit,medium,PM-011,DEPT-005,2025-07-12,2025-07-27,2025-07-12T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0002,PROJ-001,shipment,출하 SHP-00002,CUS-002 AP-SC-330 1607개 출하,delayed,medium,PM-011,DEPT-005,2025-08-04,2025-08-10,2025-08-04T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0003,PROJ-001,shipment,출하 SHP-00003,CUS-001 AP-CN-204 4703개 출하,delayed,medium,PM-011,DEPT-005,2025-06-06,2025-06-17,2025-06-06T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0004,PROJ-001,shipment,출하 SHP-00004,CUS-005 AP-RL-450 2250개 출하,delivered,medium,PM-013,DEPT-005,2026-02-08,2026-02-26,2026-02-08T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0005,PROJ-001,shipment,출하 SHP-00005,CUS-003 AP-TM-118 2185개 출하,customs_hold,medium,PM-013,DEPT-005,2026-03-14,2026-04-03,2026-03-14T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0006,PROJ-001,shipment,출하 SHP-00006,CUS-001 AP-CN-204 2101개 출하,in_transit,medium,PM-012,DEPT-005,2025-10-14,2025-10-16,2025-10-14T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0007,PROJ-001,shipment,출하 SHP-00007,CUS-001 AP-CN-204 768개 출하,delivered,medium,PM-013,DEPT-005,2025-07-20,2025-07-30,2025-07-20T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0008,PROJ-001,shipment,출하 SHP-00008,CUS-001 AP-TM-118 2242개 출하,customs_hold,medium,PM-011,DEPT-005,2025-08-10,2025-08-26,2025-08-10T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0009,PROJ-001,shipment,출하 SHP-00009,CUS-002 AP-CN-204 994개 출하,customs_hold,medium,PM-012,DEPT-005,2025-06-15,2025-06-26,2025-06-15T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0010,PROJ-001,shipment,출하 SHP-00010,CUS-005 AP-CB-510 3406개 출하,delayed,medium,PM-012,DEPT-005,2026-02-11,2026-02-26,2026-02-11T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0011,PROJ-001,shipment,출하 SHP-00011,CUS-003 AP-SC-330 4728개 출하,customs_hold,medium,PM-011,DEPT-005,2026-01-11,2026-01-20,2026-01-11T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0012,PROJ-001,shipment,출하 SHP-00012,CUS-001 AP-TM-118 1865개 출하,in_transit,medium,PM-012,DEPT-005,2026-05-03,2026-05-12,2026-05-03T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0013,PROJ-001,shipment,출하 SHP-00013,CUS-001 AP-RL-450 1458개 출하,delivered,medium,PM-012,DEPT-005,2026-05-10,2026-05-25,2026-05-10T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0014,PROJ-001,shipment,출하 SHP-00014,CUS-003 AP-SC-330 3542개 출하,in_transit,medium,PM-012,DEPT-005,2026-03-01,2026-03-13,2026-03-01T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0015,PROJ-001,shipment,출하 SHP-00015,CUS-002 AP-CN-204 1050개 출하,delivered,medium,PM-011,DEPT-005,2025-07-07,2025-07-17,2025-07-07T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0016,PROJ-001,shipment,출하 SHP-00016,CUS-002 AP-CN-204 4039개 출하,delayed,medium,PM-013,DEPT-005,2025-08-18,2025-09-04,2025-08-18T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0017,PROJ-001,shipment,출하 SHP-00017,CUS-003 AP-SC-330 3110개 출하,in_transit,medium,PM-012,DEPT-005,2025-09-07,2025-09-09,2025-09-07T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0018,PROJ-001,shipment,출하 SHP-00018,CUS-001 AP-SC-330 2852개 출하,in_transit,medium,PM-011,DEPT-005,2025-12-23,2026-01-11,2025-12-23T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0019,PROJ-001,shipment,출하 SHP-00019,CUS-001 AP-WH-220 3557개 출하,in_transit,medium,PM-012,DEPT-005,2025-10-07,2025-10-21,2025-10-07T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0020,PROJ-001,shipment,출하 SHP-00020,CUS-002 AP-CN-204 4448개 출하,in_transit,medium,PM-012,DEPT-005,2026-04-24,2026-05-12,2026-04-24T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0021,PROJ-001,shipment,출하 SHP-00021,CUS-003 AP-CB-510 1928개 출하,delivered,medium,PM-013,DEPT-005,2025-08-03,2025-08-07,2025-08-03T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0022,PROJ-001,shipment,출하 SHP-00022,CUS-001 AP-CN-204 485개 출하,in_transit,medium,PM-013,DEPT-005,2025-10-03,2025-10-21,2025-10-03T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0023,PROJ-001,shipment,출하 SHP-00023,CUS-003 AP-CB-510 3473개 출하,customs_hold,medium,PM-012,DEPT-005,2025-10-14,2025-10-27,2025-10-14T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0024,PROJ-001,shipment,출하 SHP-00024,CUS-003 AP-SC-330 220개 출하,in_transit,medium,PM-012,DEPT-005,2025-06-18,2025-06-19,2025-06-18T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0025,PROJ-001,shipment,출하 SHP-00025,CUS-003 AP-CB-510 3620개 출하,delayed,medium,PM-013,DEPT-005,2026-04-02,2026-04-15,2026-04-02T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0026,PROJ-001,shipment,출하 SHP-00026,CUS-001 AP-CN-204 4500개 출하,delayed,medium,PM-013,DEPT-005,2026-02-19,2026-02-28,2026-02-19T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0027,PROJ-001,shipment,출하 SHP-00027,CUS-001 AP-TM-118 4933개 출하,delivered,medium,PM-011,DEPT-005,2025-08-08,2025-08-19,2025-08-08T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0028,PROJ-001,shipment,출하 SHP-00028,CUS-001 AP-TM-118 3609개 출하,in_transit,medium,PM-013,DEPT-005,2026-01-16,2026-01-18,2026-01-16T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0029,PROJ-001,shipment,출하 SHP-00029,CUS-001 AP-TM-118 2692개 출하,delivered,medium,PM-012,DEPT-005,2025-11-04,2025-11-23,2025-11-04T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0030,PROJ-001,shipment,출하 SHP-00030,CUS-004 AP-RL-450 2131개 출하,in_transit,medium,PM-013,DEPT-005,2026-04-30,2026-05-06,2026-04-30T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0031,PROJ-001,shipment,출하 SHP-00031,CUS-005 AP-CB-510 1142개 출하,delayed,medium,PM-012,DEPT-005,2025-08-01,2025-08-17,2025-08-01T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0032,PROJ-001,shipment,출하 SHP-00032,CUS-001 AP-CN-204 758개 출하,customs_hold,medium,PM-011,DEPT-005,2025-07-21,2025-07-23,2025-07-21T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0033,PROJ-001,shipment,출하 SHP-00033,CUS-002 AP-CN-204 264개 출하,delivered,medium,PM-013,DEPT-005,2025-06-19,2025-07-02,2025-06-19T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0034,PROJ-001,shipment,출하 SHP-00034,CUS-005 AP-RL-450 1897개 출하,customs_hold,medium,PM-013,DEPT-005,2026-02-13,2026-02-27,2026-02-13T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0035,PROJ-001,shipment,출하 SHP-00035,CUS-003 AP-SC-330 4490개 출하,delayed,medium,PM-012,DEPT-005,2026-01-14,2026-01-28,2026-01-14T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0036,PROJ-001,shipment,출하 SHP-00036,CUS-001 AP-TM-118 126개 출하,in_transit,medium,PM-011,DEPT-005,2026-03-14,2026-03-30,2026-03-14T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0037,PROJ-001,shipment,출하 SHP-00037,CUS-001 AP-CN-204 4931개 출하,in_transit,medium,PM-012,DEPT-005,2025-08-07,2025-08-08,2025-08-07T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0038,PROJ-001,shipment,출하 SHP-00038,CUS-001 AP-CN-204 1097개 출하,delayed,medium,PM-011,DEPT-005,2025-10-05,2025-10-06,2025-10-05T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0039,PROJ-001,shipment,출하 SHP-00039,CUS-001 AP-WH-220 1963개 출하,delivered,medium,PM-012,DEPT-005,2025-12-25,2026-01-08,2025-12-25T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0040,PROJ-001,shipment,출하 SHP-00040,CUS-005 AP-CB-510 4522개 출하,in_transit,medium,PM-012,DEPT-005,2025-07-01,2025-07-06,2025-07-01T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0041,PROJ-001,shipment,출하 SHP-00041,CUS-003 AP-CN-204 1580개 출하,delayed,medium,PM-013,DEPT-005,2025-09-27,2025-10-05,2025-09-27T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0042,PROJ-001,shipment,출하 SHP-00042,CUS-003 AP-CB-510 2619개 출하,delayed,medium,PM-011,DEPT-005,2026-03-27,2026-04-01,2026-03-27T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0043,PROJ-001,shipment,출하 SHP-00043,CUS-002 AP-CN-204 883개 출하,in_transit,medium,PM-012,DEPT-005,2025-09-21,2025-09-22,2025-09-21T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0044,PROJ-001,shipment,출하 SHP-00044,CUS-004 AP-TM-118 4022개 출하,delivered,medium,PM-012,DEPT-005,2025-10-13,2025-10-22,2025-10-13T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0045,PROJ-001,shipment,출하 SHP-00045,CUS-003 AP-SC-330 4436개 출하,delivered,medium,PM-012,DEPT-005,2025-08-12,2025-08-30,2025-08-12T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0046,PROJ-001,shipment,출하 SHP-00046,CUS-001 AP-TM-118 2507개 출하,delayed,medium,PM-012,DEPT-005,2025-12-19,2025-12-30,2025-12-19T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0047,PROJ-001,shipment,출하 SHP-00047,CUS-003 AP-CB-510 956개 출하,in_transit,medium,PM-013,DEPT-005,2026-01-11,2026-01-12,2026-01-11T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0048,PROJ-001,shipment,출하 SHP-00048,CUS-002 AP-CN-204 3803개 출하,delivered,medium,PM-013,DEPT-005,2026-01-30,2026-02-15,2026-01-30T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0049,PROJ-001,shipment,출하 SHP-00049,CUS-005 AP-WH-220 1706개 출하,delayed,medium,PM-013,DEPT-005,2025-10-03,2025-10-21,2025-10-03T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0050,PROJ-001,shipment,출하 SHP-00050,CUS-003 AP-SC-330 1446개 출하,in_transit,medium,PM-013,DEPT-005,2026-02-21,2026-02-22,2026-02-21T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0051,PROJ-001,shipment,출하 SHP-00051,CUS-001 AP-TM-118 1582개 출하,customs_hold,medium,PM-013,DEPT-005,2026-01-26,2026-02-12,2026-01-26T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0052,PROJ-001,shipment,출하 SHP-00052,CUS-003 AP-SC-330 992개 출하,delayed,medium,PM-012,DEPT-005,2025-09-05,2025-09-07,2025-09-05T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0053,PROJ-001,shipment,출하 SHP-00053,CUS-005 AP-CB-510 3637개 출하,delivered,medium,PM-013,DEPT-005,2026-01-29,2026-01-31,2026-01-29T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0054,PROJ-001,shipment,출하 SHP-00054,CUS-003 AP-CB-510 3063개 출하,delivered,medium,PM-011,DEPT-005,2025-08-08,2025-08-16,2025-08-08T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0055,PROJ-001,shipment,출하 SHP-00055,CUS-003 AP-SC-330 3393개 출하,in_transit,medium,PM-013,DEPT-005,2025-06-13,2025-06-20,2025-06-13T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0056,PROJ-001,shipment,출하 SHP-00056,CUS-004 AP-RL-450 1875개 출하,delayed,medium,PM-012,DEPT-005,2025-09-09,2025-09-11,2025-09-09T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0057,PROJ-001,shipment,출하 SHP-00057,CUS-005 AP-CB-510 4330개 출하,customs_hold,medium,PM-013,DEPT-005,2026-04-06,2026-04-21,2026-04-06T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0058,PROJ-001,shipment,출하 SHP-00058,CUS-002 AP-CB-510 2074개 출하,customs_hold,medium,PM-013,DEPT-005,2025-10-12,2025-10-30,2025-10-12T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0059,PROJ-001,shipment,출하 SHP-00059,CUS-003 AP-TM-118 3252개 출하,customs_hold,medium,PM-012,DEPT-005,2025-10-18,2025-11-07,2025-10-18T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0060,PROJ-001,shipment,출하 SHP-00060,CUS-003 AP-SC-330 1918개 출하,in_transit,medium,PM-012,DEPT-005,2026-01-17,2026-01-19,2026-01-17T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0061,PROJ-001,shipment,출하 SHP-00061,CUS-001 AP-CN-204 4063개 출하,delivered,medium,PM-013,DEPT-005,2026-04-17,2026-04-19,2026-04-17T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0062,PROJ-001,shipment,출하 SHP-00062,CUS-003 AP-SC-330 4468개 출하,delayed,medium,PM-013,DEPT-005,2025-06-24,2025-07-09,2025-06-24T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0063,PROJ-001,shipment,출하 SHP-00063,CUS-005 AP-CB-510 3892개 출하,customs_hold,medium,PM-013,DEPT-005,2026-04-21,2026-05-04,2026-04-21T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0064,PROJ-001,shipment,출하 SHP-00064,CUS-003 AP-SC-330 2706개 출하,in_transit,medium,PM-013,DEPT-005,2025-12-30,2026-01-12,2025-12-30T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0065,PROJ-001,shipment,출하 SHP-00065,CUS-001 AP-TM-118 1366개 출하,customs_hold,medium,PM-011,DEPT-005,2026-01-01,2026-01-07,2026-01-01T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0066,PROJ-001,shipment,출하 SHP-00066,CUS-003 AP-SC-330 2145개 출하,customs_hold,medium,PM-011,DEPT-005,2025-12-13,2025-12-29,2025-12-13T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0067,PROJ-001,shipment,출하 SHP-00067,CUS-005 AP-CB-510 553개 출하,in_transit,medium,PM-013,DEPT-005,2026-03-02,2026-03-18,2026-03-02T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0068,PROJ-001,shipment,출하 SHP-00068,CUS-003 AP-SC-330 498개 출하,in_transit,medium,PM-012,DEPT-005,2025-10-07,2025-10-25,2025-10-07T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0069,PROJ-001,shipment,출하 SHP-00069,CUS-001 AP-RL-450 997개 출하,customs_hold,medium,PM-013,DEPT-005,2026-05-28,2026-06-01,2026-05-28T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0070,PROJ-001,shipment,출하 SHP-00070,CUS-005 AP-CB-510 3518개 출하,delayed,medium,PM-012,DEPT-005,2025-06-14,2025-06-16,2025-06-14T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0071,PROJ-001,shipment,출하 SHP-00071,CUS-001 AP-RL-450 3885개 출하,in_transit,medium,PM-011,DEPT-005,2025-07-04,2025-07-14,2025-07-04T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0072,PROJ-001,shipment,출하 SHP-00072,CUS-004 AP-RL-450 3678개 출하,customs_hold,medium,PM-011,DEPT-005,2026-04-27,2026-05-11,2026-04-27T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0073,PROJ-001,shipment,출하 SHP-00073,CUS-001 AP-TM-118 2119개 출하,customs_hold,medium,PM-013,DEPT-005,2026-05-25,2026-05-29,2026-05-25T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0074,PROJ-001,shipment,출하 SHP-00074,CUS-004 AP-RL-450 2452개 출하,delivered,medium,PM-013,DEPT-005,2026-05-18,2026-05-27,2026-05-18T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0075,PROJ-001,shipment,출하 SHP-00075,CUS-002 AP-TM-118 1728개 출하,in_transit,medium,PM-013,DEPT-005,2026-01-17,2026-01-18,2026-01-17T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0076,PROJ-001,shipment,출하 SHP-00076,CUS-003 AP-CB-510 3433개 출하,customs_hold,medium,PM-011,DEPT-005,2026-04-29,2026-05-19,2026-04-29T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0077,PROJ-001,shipment,출하 SHP-00077,CUS-002 AP-CN-204 111개 출하,customs_hold,medium,PM-013,DEPT-005,2026-05-27,2026-06-01,2026-05-27T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0078,PROJ-001,shipment,출하 SHP-00078,CUS-001 AP-CN-204 1111개 출하,in_transit,medium,PM-011,DEPT-005,2025-10-18,2025-10-29,2025-10-18T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0079,PROJ-001,shipment,출하 SHP-00079,CUS-004 AP-CN-204 1496개 출하,delivered,medium,PM-011,DEPT-005,2025-12-02,2025-12-08,2025-12-02T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0080,PROJ-001,shipment,출하 SHP-00080,CUS-005 AP-CB-510 3978개 출하,delayed,medium,PM-012,DEPT-005,2026-05-05,2026-05-25,2026-05-05T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0081,PROJ-001,shipment,출하 SHP-00081,CUS-005 AP-CB-510 713개 출하,delivered,medium,PM-011,DEPT-005,2026-01-05,2026-01-25,2026-01-05T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0082,PROJ-001,shipment,출하 SHP-00082,CUS-001 AP-CN-204 709개 출하,in_transit,medium,PM-013,DEPT-005,2026-04-09,2026-04-27,2026-04-09T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0083,PROJ-001,shipment,출하 SHP-00083,CUS-002 AP-CN-204 188개 출하,customs_hold,medium,PM-013,DEPT-005,2026-03-26,2026-04-08,2026-03-26T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0084,PROJ-001,shipment,출하 SHP-00084,CUS-003 AP-SC-330 3632개 출하,customs_hold,medium,PM-012,DEPT-005,2025-06-04,2025-06-12,2025-06-04T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0085,PROJ-001,shipment,출하 SHP-00085,CUS-003 AP-SC-330 3405개 출하,delayed,medium,PM-013,DEPT-005,2026-05-20,2026-06-01,2026-05-20T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0086,PROJ-001,shipment,출하 SHP-00086,CUS-005 AP-CB-510 4811개 출하,delayed,medium,PM-011,DEPT-005,2026-05-18,2026-05-27,2026-05-18T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0087,PROJ-001,shipment,출하 SHP-00087,CUS-004 AP-RL-450 4183개 출하,customs_hold,medium,PM-012,DEPT-005,2026-05-09,2026-05-13,2026-05-09T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0088,PROJ-001,shipment,출하 SHP-00088,CUS-001 AP-TM-118 3468개 출하,in_transit,medium,PM-012,DEPT-005,2025-12-29,2026-01-16,2025-12-29T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0089,PROJ-001,shipment,출하 SHP-00089,CUS-002 AP-CB-510 1666개 출하,delayed,medium,PM-012,DEPT-005,2025-10-21,2025-10-26,2025-10-21T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0090,PROJ-001,shipment,출하 SHP-00090,CUS-002 AP-CN-204 3458개 출하,in_transit,medium,PM-012,DEPT-005,2025-09-23,2025-09-26,2025-09-23T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0091,PROJ-001,shipment,출하 SHP-00091,CUS-002 AP-CN-204 703개 출하,in_transit,medium,PM-011,DEPT-005,2025-10-04,2025-10-07,2025-10-04T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0092,PROJ-001,shipment,출하 SHP-00092,CUS-001 AP-TM-118 4855개 출하,delayed,medium,PM-011,DEPT-005,2025-10-12,2025-10-16,2025-10-12T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0093,PROJ-001,shipment,출하 SHP-00093,CUS-005 AP-CB-510 4334개 출하,customs_hold,medium,PM-011,DEPT-005,2025-11-21,2025-12-01,2025-11-21T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0094,PROJ-001,shipment,출하 SHP-00094,CUS-001 AP-WH-220 4415개 출하,in_transit,medium,PM-012,DEPT-005,2025-06-16,2025-07-02,2025-06-16T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0095,PROJ-001,shipment,출하 SHP-00095,CUS-001 AP-WH-220 3684개 출하,delayed,medium,PM-013,DEPT-005,2026-03-28,2026-04-13,2026-03-28T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0096,PROJ-001,shipment,출하 SHP-00096,CUS-005 AP-CB-510 3811개 출하,in_transit,medium,PM-011,DEPT-005,2025-07-28,2025-08-02,2025-07-28T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0097,PROJ-001,shipment,출하 SHP-00097,CUS-004 AP-WH-220 2241개 출하,customs_hold,medium,PM-012,DEPT-005,2025-07-06,2025-07-08,2025-07-06T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0098,PROJ-001,shipment,출하 SHP-00098,CUS-005 AP-CB-510 4546개 출하,delayed,medium,PM-013,DEPT-005,2026-03-25,2026-04-09,2026-03-25T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0099,PROJ-001,shipment,출하 SHP-00099,CUS-001 AP-SC-330 3160개 출하,delayed,medium,PM-012,DEPT-005,2025-10-31,2025-11-06,2025-10-31T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0100,PROJ-001,shipment,출하 SHP-00100,CUS-003 AP-TM-118 1979개 출하,customs_hold,medium,PM-011,DEPT-005,2025-07-25,2025-08-09,2025-07-25T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0101,PROJ-001,shipment,출하 SHP-00101,CUS-003 AP-CB-510 3064개 출하,in_transit,medium,PM-012,DEPT-005,2025-06-27,2025-07-09,2025-06-27T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0102,PROJ-001,shipment,출하 SHP-00102,CUS-002 AP-CN-204 689개 출하,customs_hold,medium,PM-012,DEPT-005,2026-04-25,2026-04-26,2026-04-25T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0103,PROJ-001,shipment,출하 SHP-00103,CUS-002 AP-CN-204 4134개 출하,delivered,medium,PM-012,DEPT-005,2025-11-18,2025-12-01,2025-11-18T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0104,PROJ-001,shipment,출하 SHP-00104,CUS-004 AP-CB-510 2226개 출하,customs_hold,medium,PM-012,DEPT-005,2026-01-30,2026-02-11,2026-01-30T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0105,PROJ-001,shipment,출하 SHP-00105,CUS-002 AP-CN-204 3724개 출하,in_transit,medium,PM-012,DEPT-005,2025-08-24,2025-08-25,2025-08-24T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0106,PROJ-001,shipment,출하 SHP-00106,CUS-002 AP-CN-204 3750개 출하,delayed,medium,PM-013,DEPT-005,2025-10-16,2025-10-21,2025-10-16T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0107,PROJ-001,shipment,출하 SHP-00107,CUS-004 AP-RL-450 479개 출하,in_transit,medium,PM-012,DEPT-005,2025-06-25,2025-06-27,2025-06-25T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0108,PROJ-001,shipment,출하 SHP-00108,CUS-002 AP-RL-450 3521개 출하,delivered,medium,PM-013,DEPT-005,2026-02-03,2026-02-16,2026-02-03T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0109,PROJ-001,shipment,출하 SHP-00109,CUS-001 AP-TM-118 4058개 출하,customs_hold,medium,PM-011,DEPT-005,2025-07-09,2025-07-17,2025-07-09T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0110,PROJ-001,shipment,출하 SHP-00110,CUS-002 AP-CN-204 1695개 출하,customs_hold,medium,PM-013,DEPT-005,2025-10-17,2025-10-27,2025-10-17T09:00:00,2026-06-01T09:00:00,
BE-SHIP-0111,PROJ-001,shipment,출하 SHP-00111,CUS-004 AP-CB-510 2000개 출하,issue_reported,medium,PM-011,DEPT-005,2026-05-12,2026-05-15,2026-05-12T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0001,PROJ-001,quality_claim,품질 클레임 CLM-00001,CUS-003 AP-SC-330 외관 손상 27개,corrective_action,medium,PM-009,DEPT-004,2025-09-18,2025-09-18,2025-09-18T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0002,PROJ-001,quality_claim,품질 클레임 CLM-00002,CUS-003 AP-SC-330 접촉 불량 178개,closed,medium,PM-010,DEPT-004,2025-07-03,2025-07-03,2025-07-03T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0003,PROJ-001,quality_claim,품질 클레임 CLM-00003,CUS-003 AP-SC-330 외관 손상 179개,received,high,PM-010,DEPT-004,2025-11-29,2025-11-29,2025-11-29T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0004,PROJ-001,quality_claim,품질 클레임 CLM-00004,CUS-003 AP-SC-330 핀 배열 불일치 6개,closed,high,PM-009,DEPT-004,2026-05-19,2026-05-19,2026-05-19T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0005,PROJ-001,quality_claim,품질 클레임 CLM-00005,CUS-003 AP-SC-330 외관 손상 119개,closed,low,PM-008,DEPT-004,2025-06-16,2025-06-16,2025-06-16T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0006,PROJ-001,quality_claim,품질 클레임 CLM-00006,CUS-003 AP-CB-510 작동 불량 176개,received,low,PM-009,DEPT-004,2025-06-17,2025-06-17,2025-06-17T09:00:00,2026-06-01T09:00:00,
